CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,Description,Sales
C2567,INV120458,2024-01-10 00:00:00,4,6.5,Product_58,26.0
C2959,INV103601,2024-03-23 00:00:00,2,8.55,Product_66,17.1
C1046,INV139664,2024-02-06 00:00:00,4,169.51,Product_200,678.04
C2491,INV103875,2024-03-13 00:00:00,4,95.35,Product_11,381.4
C2327,INV106868,2024-01-26 00:00:00,2,41.19,Product_74,82.38
C1544,INV107028,2024-04-28 00:00:00,1,77.98,Product_125,77.98
C2498,INV134519,2024-01-22 00:00:00,3,155.28,Product_73,465.84000000000003
C2172,INV104346,2024-01-17 00:00:00,3,110.49,Product_144,331.46999999999997
C1232,INV142202,2024-02-03 00:00:00,1,9.35,Product_28,9.35
C2964,INV120903,2024-01-06 00:00:00,1,113.81,Product_144,113.81
C1635,INV141872,2024-01-26 00:00:00,1,182.97,Product_129,182.97
C2791,INV108541,2024-01-09 00:00:00,2,28.66,Product_133,57.32
C1227,INV106006,2024-10-05 00:00:00,2,155.54,Product_28,311.08
C1357,INV115404,2024-02-04 00:00:00,1,58.21,Product_103,58.21
C2256,INV123728,2024-01-22 00:00:00,3,202.31,Product_123,606.9300000000001
C2880,INV139782,2024-01-25 00:00:00,6,107.65,Product_139,645.9000000000001
C2628,INV111402,2024-04-13 00:00:00,4,16.37,Product_171,65.48
C2865,INV140075,2024-01-28 00:00:00,4,25.98,Product_173,103.92
C2742,INV130389,2024-01-28 00:00:00,4,196.7,Product_24,786.8
C1692,INV102625,2024-04-05 00:00:00,3,194.25,Product_153,582.75
C1901,INV140571,2024-03-17 00:00:00,4,139.57,Product_151,558.28
C1838,INV116718,2024-02-01 00:00:00,4,79.64,Product_140,318.56
C1687,INV139070,2024-01-06 00:00:00,4,175.68,Product_139,702.72
C1016,INV114881,2024-10-11 00:00:00,5,116.69,Product_56,583.45
C1528,INV124626,2024-04-10 00:00:00,2,133.41,Product_172,266.82
C2043,INV145886,2024-02-20 00:00:00,2,56.93,Product_3,113.86
C1668,INV139562,2024-01-28 00:00:00,2,174.35,Product_1,348.7
C1100,INV139570,2024-02-13 00:00:00,2,140.75,Product_59,281.5
C2395,INV122175,2024-02-10 00:00:00,4,122.0,Product_109,488.0
C2542,INV114664,2024-02-26 00:00:00,7,77.82,Product_16,544.74
C1649,INV120735,2024-01-20 00:00:00,5,61.48,Product_8,307.4
C1435,INV118938,2024-02-02 00:00:00,6,177.51,Product_69,1065.06
C1864,INV133113,2024-09-23 00:00:00,3,190.69,Product_175,572.0699999999999
C1762,INV141687,2025-02-05 00:00:00,2,93.58,Product_189,187.16
C1897,INV147224,2025-02-02 00:00:00,1,177.29,Product_165,177.29
C1846,INV118349,2024-02-03 00:00:00,3,81.19,Product_83,243.57
C1773,INV132614,2024-01-19 00:00:00,1,141.22,Product_199,141.22
C1494,INV141823,2024-01-03 00:00:00,7,152.48,Product_39,1067.36
C2077,INV105784,2024-02-01 00:00:00,5,176.84,Product_197,884.2
C1507,INV147761,2024-01-18 00:00:00,4,46.27,Product_31,185.08
C2078,INV143474,2024-01-02 00:00:00,3,186.53,Product_7,559.59
C2056,INV127996,2024-05-08 00:00:00,8,171.59,Product_21,1372.72
C2977,INV107989,2024-04-17 00:00:00,3,106.83,Product_179,320.49
C2371,INV124046,2024-04-19 00:00:00,1,156.55,Product_70,156.55
C2092,INV137658,2024-03-18 00:00:00,4,86.68,Product_64,346.72
C1113,INV102357,2024-04-08 00:00:00,3,19.5,Product_128,58.5
C1865,INV148586,2024-01-25 00:00:00,5,159.27,Product_19,796.35
C1501,INV149350,2024-05-22 00:00:00,5,125.74,Product_47,628.6999999999999
C2258,INV101398,2024-02-19 00:00:00,1,96.6,Product_137,96.6
C1281,INV130359,2024-02-09 00:00:00,4,123.57,Product_131,494.28
C2063,INV115274,2024-02-04 00:00:00,3,33.73,Product_169,101.19
C1015,INV143313,2024-03-04 00:00:00,3,21.19,Product_13,63.57000000000001
C2769,INV113501,2024-01-14 00:00:00,2,50.63,Product_198,101.26
C2226,INV109279,2024-05-23 00:00:00,1,170.56,Product_105,170.56
C2607,INV138054,2024-02-08 00:00:00,1,92.07,Product_164,92.07
C1232,INV135520,2024-04-26 00:00:00,2,114.52,Product_115,229.04
C1258,INV141307,2024-10-03 00:00:00,1,55.58,Product_106,55.58
C2042,INV148422,2024-02-15 00:00:00,2,38.82,Product_67,77.64
C2420,INV138628,2024-06-07 00:00:00,6,149.72,Product_102,898.3199999999999
C2927,INV137467,2024-04-14 00:00:00,1,66.52,Product_125,66.52
C2671,INV116900,2024-04-18 00:00:00,1,78.91,Product_151,78.91
C2259,INV118439,2024-02-19 00:00:00,2,67.48,Product_24,134.96
C2990,INV140811,2024-02-22 00:00:00,1,83.24,Product_41,83.24
C2592,INV100470,2024-02-08 00:00:00,3,50.49,Product_42,151.47
C1484,INV117018,2024-01-14 00:00:00,4,28.59,Product_2,114.36
C2176,INV133441,2024-01-10 00:00:00,2,148.18,Product_170,296.36
C1898,INV109038,2024-02-04 00:00:00,3,68.03,Product_46,204.09
C2816,INV132850,2024-06-05 00:00:00,3,60.78,Product_79,182.34
C1421,INV142367,2024-05-02 00:00:00,3,20.22,Product_14,60.66
C2141,INV142219,2024-01-26 00:00:00,3,76.71,Product_42,230.13
C2205,INV114971,2024-08-26 00:00:00,4,124.64,Product_81,498.56
C1788,INV145349,2024-01-15 00:00:00,1,122.27,Product_192,122.27
C2951,INV107969,2024-01-01 00:00:00,5,187.63,Product_195,938.15
C1831,INV139257,2024-07-22 00:00:00,5,61.38,Product_98,306.90000000000003
C1398,INV146278,2024-02-24 00:00:00,5,19.38,Product_122,96.89999999999999
C1988,INV146592,2024-02-27 00:00:00,4,151.36,Product_94,605.44
C1140,INV131454,2024-12-05 00:00:00,5,130.28,Product_25,651.4
C1200,INV122417,2024-01-21 00:00:00,5,62.16,Product_168,310.79999999999995
C1161,INV113926,2024-01-17 00:00:00,4,115.81,Product_91,463.24
C1079,INV137401,2024-01-05 00:00:00,3,87.38,Product_166,262.14
C1151,INV143737,2024-03-17 00:00:00,2,24.53,Product_88,49.06
C2392,INV130779,2024-02-20 00:00:00,2,204.84,Product_135,409.68
C2595,INV103643,2024-02-09 00:00:00,5,63.15,Product_28,315.75
C2052,INV109724,2024-01-27 00:00:00,5,76.49,Product_139,382.45
C1289,INV133614,2024-09-14 00:00:00,2,44.9,Product_54,89.8
C1325,INV127844,2024-05-12 00:00:00,3,93.09,Product_62,279.27
C2068,INV134914,2024-02-10 00:00:00,4,166.3,Product_17,665.2
C1354,INV108501,2024-03-06 00:00:00,2,116.82,Product_145,233.64
C2707,INV109392,2024-01-14 00:00:00,4,7.94,Product_72,31.76
C1912,INV103248,2024-02-29 00:00:00,2,51.13,Product_125,102.26
C1091,INV108913,2024-05-08 00:00:00,4,105.15,Product_154,420.6
C1908,INV110427,2024-02-09 00:00:00,4,141.59,Product_37,566.36
C1800,INV127038,2024-01-29 00:00:00,5,11.86,Product_143,59.3
C1861,INV125237,2024-09-27 00:00:00,4,28.12,Product_51,112.48
C2684,INV125927,2024-12-13 00:00:00,4,170.97,Product_61,683.88
C1914,INV138178,2024-03-02 00:00:00,4,76.97,Product_86,307.88
C1281,INV117180,2024-09-18 00:00:00,1,134.04,Product_200,134.04
C1724,INV110072,2024-11-17 00:00:00,3,36.74,Product_166,110.22
C1389,INV132148,2024-05-11 00:00:00,6,15.75,Product_120,94.5
C1258,INV133136,2024-02-01 00:00:00,2,189.97,Product_47,379.94
C1323,INV141096,2024-08-26 00:00:00,2,188.19,Product_80,376.38
C2113,INV111632,2024-02-24 00:00:00,5,69.38,Product_28,346.9
C1154,INV118044,2024-01-12 00:00:00,3,13.91,Product_120,41.730000000000004
C2848,INV100181,2024-07-13 00:00:00,5,74.76,Product_16,373.8
C1209,INV109206,2024-04-25 00:00:00,4,8.34,Product_129,33.36
C2465,INV113660,2024-02-04 00:00:00,2,182.15,Product_186,364.3
C1986,INV149198,2024-07-20 00:00:00,2,21.21,Product_60,42.42
C2430,INV123923,2024-03-07 00:00:00,1,144.41,Product_43,144.41
C1056,INV114766,2024-03-07 00:00:00,3,166.88,Product_171,500.64
C1191,INV101143,2024-06-28 00:00:00,3,43.71,Product_166,131.13
C1756,INV129225,2024-01-25 00:00:00,5,43.68,Product_9,218.4
C1425,INV119485,2024-03-08 00:00:00,5,193.02,Product_66,965.1
C1101,INV144866,2024-07-23 00:00:00,2,15.77,Product_135,31.54
C2760,INV137958,2024-03-25 00:00:00,2,80.26,Product_34,160.52
C2737,INV120021,2024-05-10 00:00:00,3,58.64,Product_22,175.92000000000002
C1060,INV138219,2024-11-11 00:00:00,6,125.17,Product_21,751.02
C1659,INV140063,2024-02-17 00:00:00,2,146.84,Product_155,293.68
C1373,INV146917,2024-01-08 00:00:00,3,135.03,Product_22,405.09000000000003
C1455,INV124697,2024-05-05 00:00:00,2,139.76,Product_43,279.52
C1416,INV113645,2024-01-17 00:00:00,4,58.7,Product_82,234.8
C2986,INV137893,2024-04-10 00:00:00,3,171.38,Product_89,514.14
C2448,INV130388,2024-05-09 00:00:00,4,99.05,Product_150,396.2
C1167,INV101008,2024-01-15 00:00:00,3,178.16,Product_70,534.48
C1037,INV133452,2024-02-19 00:00:00,4,32.84,Product_165,131.36
C2746,INV137175,2024-02-17 00:00:00,3,68.61,Product_17,205.82999999999998
C2547,INV124362,2024-05-04 00:00:00,1,58.78,Product_4,58.78
C1342,INV116064,2024-01-25 00:00:00,3,78.62,Product_2,235.86
C1768,INV108147,2024-04-29 00:00:00,1,8.3,Product_81,8.3
C1972,INV148371,2024-02-10 00:00:00,1,184.61,Product_132,184.61
C2882,INV118821,2024-03-10 00:00:00,2,170.26,Product_42,340.52
C2927,INV140309,2024-08-02 00:00:00,1,69.77,Product_68,69.77
C1578,INV125098,2024-02-03 00:00:00,3,42.05,Product_123,126.14999999999999
C1461,INV110308,2024-01-31 00:00:00,3,169.67,Product_169,509.01
C1236,INV141325,2024-01-01 00:00:00,4,192.64,Product_62,770.56
C2297,INV123587,2024-02-17 00:00:00,2,57.83,Product_27,115.66
C2286,INV113443,2024-10-01 00:00:00,1,178.96,Product_160,178.96
C2075,INV146795,2026-03-02 00:00:00,2,75.17,Product_178,150.34
C2057,INV135823,2024-01-07 00:00:00,3,39.58,Product_187,118.74
C1980,INV145302,2024-04-16 00:00:00,4,62.5,Product_88,250.0
C2904,INV120667,2024-01-07 00:00:00,3,103.34,Product_52,310.02
C2102,INV135110,2024-02-18 00:00:00,1,124.92,Product_35,124.92
C2752,INV133504,2024-05-03 00:00:00,3,84.62,Product_72,253.86
C1806,INV137964,2024-02-20 00:00:00,6,199.36,Product_10,1196.16
C2654,INV112736,2024-01-05 00:00:00,2,48.5,Product_164,97.0
C2999,INV110608,2024-02-20 00:00:00,2,65.56,Product_142,131.12
C2332,INV121453,2024-02-05 00:00:00,5,98.28,Product_44,491.4
C2807,INV104285,2024-02-17 00:00:00,3,153.06,Product_117,459.18
C1866,INV137495,2024-03-02 00:00:00,2,73.31,Product_121,146.62
C2241,INV141499,2024-01-05 00:00:00,1,41.49,Product_147,41.49
C1610,INV137440,2024-03-16 00:00:00,3,12.77,Product_35,38.31
C2156,INV133207,2024-02-24 00:00:00,2,53.86,Product_167,107.72
C2162,INV101623,2024-02-09 00:00:00,2,31.72,Product_173,63.44
C1501,INV138430,2024-01-13 00:00:00,2,140.13,Product_63,280.26
C2464,INV143778,2024-09-27 00:00:00,1,54.25,Product_112,54.25
C2898,INV108134,2024-05-18 00:00:00,4,183.64,Product_153,734.56
C2642,INV129537,2024-02-15 00:00:00,3,117.14,Product_20,351.42
C1558,INV109737,2024-02-03 00:00:00,2,63.51,Product_2,127.02
C1750,INV117210,2024-05-11 00:00:00,3,11.7,Product_91,35.099999999999994
C1711,INV107609,2024-01-22 00:00:00,4,5.79,Product_162,23.16
C1007,INV120623,2024-01-24 00:00:00,2,55.73,Product_80,111.46
C1592,INV131347,2024-01-10 00:00:00,4,149.17,Product_24,596.68
C1452,INV116467,2024-01-01 00:00:00,2,141.12,Product_96,282.24
C2426,INV125417,2024-07-27 00:00:00,4,63.32,Product_122,253.28
C1898,INV126559,2024-02-09 00:00:00,4,47.4,Product_41,189.6
C1369,INV102877,2024-02-19 00:00:00,1,132.37,Product_200,132.37
C2128,INV124433,2024-01-23 00:00:00,3,199.04,Product_167,597.12
C2475,INV143714,2024-04-26 00:00:00,3,29.92,Product_85,89.76
C1243,INV144228,2024-04-21 00:00:00,1,120.16,Product_155,120.16
C2467,INV134575,2024-03-31 00:00:00,1,175.95,Product_120,175.95
C2528,INV140894,2024-02-05 00:00:00,2,33.96,Product_149,67.92
C2729,INV106110,2024-03-18 00:00:00,5,21.09,Product_153,105.45
C1541,INV130071,2024-07-02 00:00:00,2,17.41,Product_136,34.82
C2946,INV104919,2024-02-08 00:00:00,4,6.25,Product_23,25.0
C1562,INV123602,2024-06-14 00:00:00,3,138.55,Product_13,415.65000000000003
C2175,INV138566,2024-07-04 00:00:00,1,162.52,Product_78,162.52
C2273,INV138519,2024-01-12 00:00:00,6,18.15,Product_90,108.89999999999999
C1283,INV143735,2024-02-24 00:00:00,4,99.41,Product_10,397.64
C1683,INV141048,2024-02-10 00:00:00,3,102.52,Product_156,307.56
C1038,INV110178,2024-04-01 00:00:00,3,109.36,Product_3,328.08
C1057,INV147491,2024-03-28 00:00:00,7,165.99,Product_37,1161.93
C2172,INV135019,2024-02-01 00:00:00,4,23.25,Product_10,93.0
C2608,INV103704,2024-02-11 00:00:00,3,76.05,Product_125,228.14999999999998
C1052,INV126848,2024-01-30 00:00:00,1,76.95,Product_31,76.95
C1662,INV149626,2024-02-25 00:00:00,1,99.36,Product_163,99.36
C2647,INV122254,2024-01-08 00:00:00,2,79.25,Product_163,158.5
C2730,INV112838,2024-01-10 00:00:00,4,33.9,Product_136,135.6
C1413,INV139269,2024-06-27 00:00:00,3,88.85,Product_178,266.54999999999995
C2019,INV131341,2024-09-07 00:00:00,4,131.81,Product_3,527.24
C1999,INV133036,2024-02-01 00:00:00,3,46.43,Product_132,139.29
C1399,INV131227,2024-01-13 00:00:00,1,50.42,Product_183,50.42
C2790,INV102259,2024-01-13 00:00:00,4,87.14,Product_35,348.56
C1241,INV101335,2024-06-15 00:00:00,3,46.19,Product_68,138.57
C1786,INV144090,2024-04-16 00:00:00,1,79.04,Product_104,79.04
C2371,INV112573,2024-05-25 00:00:00,2,163.52,Product_155,327.04
C1870,INV109232,2024-01-21 00:00:00,3,18.29,Product_132,54.87
C2983,INV113420,2025-02-04 00:00:00,3,88.86,Product_148,266.58
C1558,INV126637,2024-02-27 00:00:00,4,156.66,Product_174,626.64
C1563,INV147827,2024-05-29 00:00:00,3,18.46,Product_96,55.38
C1730,INV127522,2024-04-26 00:00:00,4,31.2,Product_28,124.8
C1623,INV102453,2024-01-05 00:00:00,5,42.35,Product_181,211.75
C1285,INV113999,2024-01-13 00:00:00,3,27.07,Product_7,81.21000000000001
C2069,INV122598,2024-10-06 00:00:00,3,43.77,Product_63,131.31
C2915,INV142516,2024-03-13 00:00:00,3,46.17,Product_43,138.51
C1992,INV134071,2024-01-16 00:00:00,4,139.39,Product_79,557.56
C1419,INV147039,2024-01-19 00:00:00,2,141.06,Product_131,282.12
C1090,INV137894,2024-03-10 00:00:00,4,47.84,Product_101,191.36
C1683,INV118326,2024-04-24 00:00:00,5,62.15,Product_160,310.75
C1683,INV135565,2024-03-28 00:00:00,1,55.11,Product_37,55.11
C2486,INV118596,2024-07-27 00:00:00,3,38.2,Product_163,114.60000000000001
C1262,INV144018,2024-05-17 00:00:00,1,59.63,Product_102,59.63
C2215,INV128852,2024-01-25 00:00:00,3,152.5,Product_143,457.5
C1552,INV105038,2024-01-25 00:00:00,2,116.01,Product_179,232.02
C1823,INV128822,2024-02-03 00:00:00,3,84.68,Product_176,254.04000000000002
C1486,INV123787,2024-03-30 00:00:00,2,64.67,Product_65,129.34
C2186,INV146905,2024-02-08 00:00:00,3,77.81,Product_2,233.43
C1312,INV129223,2024-01-07 00:00:00,2,136.07,Product_43,272.14
C2500,INV133531,2024-01-13 00:00:00,2,145.13,Product_87,290.26
C1122,INV119409,2024-01-25 00:00:00,3,130.23,Product_26,390.68999999999994
C1244,INV136193,2024-03-28 00:00:00,5,139.88,Product_62,699.4
C1514,INV144585,2024-02-23 00:00:00,3,74.32,Product_27,222.95999999999998
C1775,INV129686,2024-01-23 00:00:00,1,199.44,Product_61,199.44
C2404,INV104400,2024-03-18 00:00:00,6,6.77,Product_86,40.62
C2871,INV129560,2024-01-24 00:00:00,4,204.41,Product_32,817.64
C2534,INV142632,2024-02-24 00:00:00,2,60.94,Product_52,121.88
C2293,INV115998,2024-01-15 00:00:00,2,135.28,Product_12,270.56
C2791,INV125919,2024-02-02 00:00:00,2,212.29,Product_60,424.58
C1774,INV138096,2024-01-06 00:00:00,1,203.02,Product_110,203.02
C2005,INV108672,2024-02-03 00:00:00,1,12.4,Product_113,12.4
C1722,INV136699,2024-02-10 00:00:00,4,131.6,Product_183,526.4
C2264,INV146166,2024-02-21 00:00:00,1,207.14,Product_122,207.14
C1129,INV140051,2024-02-03 00:00:00,2,32.2,Product_32,64.4
C1997,INV128631,2024-02-20 00:00:00,3,22.91,Product_99,68.73
C1557,INV103833,2024-03-15 00:00:00,3,206.17,Product_180,618.51
C1311,INV122019,2024-01-22 00:00:00,2,172.09,Product_176,344.18
C2936,INV149427,2024-02-26 00:00:00,2,186.95,Product_139,373.9
C2910,INV110059,2024-01-19 00:00:00,2,12.98,Product_68,25.96
C1814,INV136529,2024-04-27 00:00:00,3,153.73,Product_126,461.18999999999994
C2032,INV118832,2024-01-01 00:00:00,2,6.24,Product_179,12.48
C2173,INV147779,2024-01-27 00:00:00,2,70.05,Product_67,140.1
C1382,INV138746,2024-03-07 00:00:00,4,187.94,Product_57,751.76
C2455,INV135243,2024-03-03 00:00:00,1,32.38,Product_127,32.38
C1014,INV135417,2024-06-23 00:00:00,2,106.75,Product_104,213.5
C2442,INV127945,2024-02-01 00:00:00,5,88.34,Product_107,441.70000000000005
C1992,INV130291,2024-01-15 00:00:00,4,59.0,Product_155,236.0
C2522,INV101284,2024-03-02 00:00:00,1,122.34,Product_113,122.34
C1903,INV115532,2024-03-03 00:00:00,5,194.96,Product_21,974.8000000000001
C1872,INV146283,2024-03-28 00:00:00,1,186.04,Product_183,186.04
C2744,INV126891,2024-02-13 00:00:00,4,185.34,Product_34,741.36
C2312,INV136066,2024-01-16 00:00:00,2,99.94,Product_54,199.88
C2461,INV111947,2024-08-26 00:00:00,3,20.27,Product_64,60.81
C2752,INV118650,2024-04-26 00:00:00,3,50.76,Product_2,152.28
C1473,INV145147,2024-03-23 00:00:00,1,120.05,Product_116,120.05
C1015,INV101023,2024-01-15 00:00:00,2,18.09,Product_53,36.18
C2806,INV117541,2024-06-30 00:00:00,3,193.87,Product_61,581.61
C2364,INV134366,2024-05-09 00:00:00,3,127.72,Product_7,383.15999999999997
C2946,INV132622,2024-02-03 00:00:00,4,13.31,Product_37,53.24
C1632,INV134336,2024-03-25 00:00:00,5,96.09,Product_4,480.45000000000005
C2045,INV107275,2024-05-10 00:00:00,2,164.1,Product_54,328.2
C2958,INV123982,2024-07-11 00:00:00,2,152.3,Product_64,304.6
C1742,INV144485,2024-02-09 00:00:00,4,123.28,Product_13,493.12
C1050,INV120807,2024-02-09 00:00:00,4,206.07,Product_179,824.28
C2563,INV138767,2024-03-30 00:00:00,5,154.98,Product_187,774.9
C2258,INV146141,2024-01-11 00:00:00,5,89.82,Product_26,449.09999999999997
C2748,INV126625,2024-02-11 00:00:00,2,47.7,Product_114,95.4
C1169,INV142067,2024-02-17 00:00:00,4,29.03,Product_178,116.12
C2171,INV106197,2024-07-05 00:00:00,5,104.04,Product_162,520.2
C1531,INV148227,2024-01-27 00:00:00,2,14.23,Product_144,28.46
C2244,INV126507,2024-01-22 00:00:00,1,34.28,Product_156,34.28
C1784,INV115083,2024-01-02 00:00:00,2,133.54,Product_60,267.08
C2919,INV110890,2024-03-09 00:00:00,1,70.92,Product_147,70.92
C2409,INV143640,2024-01-16 00:00:00,5,54.36,Product_169,271.8
C2401,INV104160,2024-02-19 00:00:00,1,132.57,Product_91,132.57
C2063,INV119469,2024-02-23 00:00:00,2,129.79,Product_37,259.58
C2155,INV132270,2024-03-29 00:00:00,5,91.49,Product_92,457.45
C2759,INV137558,2024-10-02 00:00:00,5,136.87,Product_88,684.35
C1030,INV140988,2024-06-21 00:00:00,3,27.08,Product_10,81.24
C1509,INV118142,2024-01-20 00:00:00,2,182.21,Product_3,364.42
C2595,INV145202,2024-01-22 00:00:00,2,183.67,Product_136,367.34
C1420,INV102633,2024-03-13 00:00:00,1,161.0,Product_49,161.0
C1815,INV126124,2024-01-09 00:00:00,1,181.34,Product_111,181.34
C2651,INV132213,2024-05-07 00:00:00,3,22.36,Product_1,67.08
C1816,INV134405,2024-03-24 00:00:00,2,49.96,Product_9,99.92
C2797,INV109137,2024-01-16 00:00:00,3,144.78,Product_77,434.34000000000003
C1411,INV131372,2024-05-16 00:00:00,5,106.45,Product_122,532.25
C2424,INV111900,2024-07-13 00:00:00,3,204.25,Product_142,612.75
C1854,INV104178,2024-05-28 00:00:00,4,54.45,Product_62,217.8
C1094,INV144058,2024-03-13 00:00:00,4,29.78,Product_17,119.12
C1378,INV120924,2024-07-02 00:00:00,2,62.92,Product_118,125.84
C2234,INV132986,2024-03-13 00:00:00,3,144.62,Product_123,433.86
C2512,INV100550,2024-01-17 00:00:00,3,117.33,Product_124,351.99
C2258,INV142999,2024-04-11 00:00:00,2,81.51,Product_161,163.02
C2381,INV141261,2024-01-20 00:00:00,1,24.37,Product_193,24.37
C1088,INV145854,2024-02-20 00:00:00,5,102.0,Product_108,510.0
C2452,INV139403,2024-02-20 00:00:00,3,137.07,Product_147,411.21
C1533,INV147793,2024-01-17 00:00:00,3,198.09,Product_113,594.27
C2000,INV111463,2024-02-26 00:00:00,4,51.8,Product_60,207.2
C2272,INV137092,2024-09-24 00:00:00,3,40.92,Product_93,122.76
C2880,INV120295,2024-04-12 00:00:00,1,35.61,Product_69,35.61
C1833,INV134463,2024-02-22 00:00:00,3,198.38,Product_70,595.14
C2699,INV128811,2024-01-30 00:00:00,4,67.05,Product_171,268.2
C2948,INV129383,2024-02-10 00:00:00,6,85.23,Product_119,511.38
C1455,INV113424,2024-04-28 00:00:00,5,43.33,Product_88,216.64999999999998
C1237,INV104949,2024-02-27 00:00:00,7,209.39,Product_19,1465.73
C2966,INV118730,2024-01-06 00:00:00,3,172.35,Product_9,517.05
C1704,INV103316,2024-03-19 00:00:00,2,161.74,Product_55,323.48
C2358,INV131664,2024-01-06 00:00:00,2,56.46,Product_129,112.92
C1193,INV137317,2024-03-13 00:00:00,5,134.09,Product_93,670.45
C1874,INV121579,2024-06-17 00:00:00,1,86.68,Product_155,86.68
C2218,INV125922,2024-03-06 00:00:00,3,12.75,Product_85,38.25
C1091,INV141241,2024-04-25 00:00:00,3,48.06,Product_99,144.18
C1414,INV113462,2024-02-13 00:00:00,3,167.13,Product_28,501.39
C2351,INV148501,2024-02-13 00:00:00,3,140.69,Product_153,422.07
C2949,INV143223,2024-05-12 00:00:00,3,8.79,Product_29,26.369999999999997
C2638,INV147155,2024-04-16 00:00:00,4,179.65,Product_108,718.6
C1311,INV129352,2024-02-11 00:00:00,1,99.31,Product_56,99.31
C1371,INV106237,2024-01-05 00:00:00,3,81.78,Product_7,245.34
C2884,INV131908,2024-03-16 00:00:00,3,17.09,Product_155,51.269999999999996
C1355,INV113464,2024-02-17 00:00:00,2,187.56,Product_94,375.12
C1867,INV103524,2024-04-16 00:00:00,5,100.66,Product_145,503.29999999999995
C1845,INV140671,2024-01-08 00:00:00,4,156.05,Product_124,624.2
C2001,INV111153,2024-01-17 00:00:00,1,42.45,Product_81,42.45
C1296,INV148286,2024-01-08 00:00:00,2,149.67,Product_20,299.34
C1613,INV144601,2024-07-25 00:00:00,2,152.61,Product_171,305.22
C1104,INV124588,2024-02-22 00:00:00,1,125.68,Product_174,125.68
C1992,INV142052,2024-04-14 00:00:00,3,126.97,Product_138,380.90999999999997
C1347,INV130094,2024-01-16 00:00:00,4,65.08,Product_78,260.32
C2020,INV129957,2024-02-12 00:00:00,3,160.36,Product_135,481.08000000000004
C2819,INV141218,2024-02-28 00:00:00,3,99.43,Product_76,298.29
C1241,INV110343,2024-02-01 00:00:00,3,20.26,Product_191,60.78
C2292,INV141793,2024-03-21 00:00:00,2,111.36,Product_112,222.72
C2172,INV141582,2024-07-07 00:00:00,4,14.71,Product_124,58.84
C1897,INV110842,2024-02-06 00:00:00,3,169.28,Product_190,507.84000000000003
C1175,INV143606,2024-08-01 00:00:00,4,127.83,Product_34,511.32
C1719,INV103719,2024-03-14 00:00:00,5,137.21,Product_174,686.0500000000001
C2158,INV106355,2024-03-31 00:00:00,4,45.77,Product_173,183.08
C2341,INV106521,2024-02-22 00:00:00,5,182.35,Product_29,911.75
C1989,INV109288,2024-07-13 00:00:00,4,103.16,Product_132,412.64
C1773,INV145561,2024-02-26 00:00:00,1,125.62,Product_76,125.62
C2363,INV133315,2024-02-20 00:00:00,1,187.88,Product_84,187.88
C2574,INV118398,2024-06-02 00:00:00,3,30.47,Product_42,91.41
C1054,INV102284,2024-11-29 00:00:00,2,75.89,Product_169,151.78
C2264,INV149851,2024-05-11 00:00:00,6,132.38,Product_16,794.28
C1583,INV134996,2024-03-31 00:00:00,3,187.61,Product_2,562.83
C1150,INV140965,2024-09-02 00:00:00,1,134.8,Product_29,134.8
C2179,INV103503,2024-09-06 00:00:00,2,63.51,Product_26,127.02
C1278,INV112712,2024-03-09 00:00:00,3,204.62,Product_46,613.86
C2992,INV149874,2024-01-13 00:00:00,3,79.82,Product_189,239.45999999999998
C2709,INV128796,2024-02-25 00:00:00,1,162.33,Product_135,162.33
C2672,INV135541,2024-03-06 00:00:00,1,57.78,Product_92,57.78
C1162,INV131609,2024-01-30 00:00:00,2,140.46,Product_170,280.92
C1040,INV124139,2025-01-24 00:00:00,2,86.76,Product_66,173.52
C2845,INV141456,2024-01-24 00:00:00,2,176.31,Product_112,352.62
C2086,INV127572,2024-01-05 00:00:00,1,145.9,Product_34,145.9
C1756,INV126180,2024-04-15 00:00:00,3,96.55,Product_97,289.65
C1018,INV110252,2024-01-15 00:00:00,4,88.49,Product_33,353.96
C2962,INV144408,2024-03-05 00:00:00,4,120.12,Product_64,480.48
C2621,INV119886,2024-02-25 00:00:00,3,158.85,Product_112,476.54999999999995
C1247,INV134705,2024-01-28 00:00:00,2,107.82,Product_163,215.64
C1047,INV132331,2024-01-12 00:00:00,4,138.93,Product_104,555.72
C1093,INV103287,2024-02-23 00:00:00,6,28.39,Product_180,170.34
C1149,INV108661,2024-01-04 00:00:00,3,138.25,Product_114,414.75
C2931,INV105394,2024-01-05 00:00:00,3,39.6,Product_103,118.80000000000001
C1431,INV131013,2024-05-29 00:00:00,4,184.41,Product_129,737.64
C2946,INV110829,2024-02-28 00:00:00,2,156.77,Product_23,313.54
C1037,INV104159,2024-03-29 00:00:00,3,41.5,Product_89,124.5
C1175,INV101240,2024-05-02 00:00:00,1,91.7,Product_135,91.7
C2090,INV138049,2024-01-31 00:00:00,5,48.36,Product_11,241.8
C2841,INV100267,2024-01-14 00:00:00,3,45.55,Product_11,136.64999999999998
C2101,INV146233,2024-03-13 00:00:00,2,97.12,Product_58,194.24
C2154,INV123454,2024-10-04 00:00:00,1,105.39,Product_151,105.39
C1648,INV130681,2024-01-13 00:00:00,2,111.46,Product_87,222.92
C1638,INV148635,2024-02-29 00:00:00,3,56.1,Product_178,168.3
